Signatur,Titel,Autor,Verlag,ISBN,Erscheinungsjahr,Kategorie,Standort,Status,Notizen
G 123,Die Geschichte der Literatur (Band 5),Diverse Autoren,dtv,978-3-8032-0851,1985,Geschichte,Regal G,Vorhanden,
G 124,Die Geschichte der Religionen (Band 5),Diverse Autoren,Fischer,978-3-8032-0852,1985,Geschichte,Regal G,Vorhanden,
G 125,Die Geschichte des Christentums (Band 5),Diverse Autoren,Herder,978-3-8032-0853,1985,Geschichte,Regal G,Vorhanden,
G 126,Die Geschichte des Judentums (Band 5),Diverse Autoren,C.H. Beck,978-3-8032-0854,1985,Geschichte,Regal G,Vorhanden,
G 127,Die Geschichte des Islams (Band 5),Diverse Autoren,Kohlhammer,978-3-8032-0855,1985,Geschichte,Regal G,Vorhanden,
G 128,Die Geschichte des Buddhismus (Band 5),Diverse Autoren,O. W. Barth,978-3-8032-0856,1985,Geschichte,Regal G,Vorhanden,
G 129,Die Geschichte der Welt (Band 4),Diverse Autoren,Fischer,978-3-8032-0857,1985,Geschichte,Regal G,Vorhanden,
G 130,Die Geschichte der Menschheit (Band 4),Diverse Autoren,Piper,978-3-8032-0858,1985,Geschichte,Regal G,Vorhanden,
G 131,Die Geschichte der Kulturen (Band 4),Diverse Autoren,C.H. Beck,978-3-8032-0859,1985,Geschichte,Regal G,Vorhanden,
G 132,Die Geschichte der Zivilisationen (Band 4),Diverse Autoren,Rowohlt,978-3-8032-0860,1985,Geschichte,Regal G,Vorhanden,
G 133,Die Geschichte der Ideen (Band 4),Diverse Autoren,C.H. Beck,978-3-8032-0861,1985,Geschichte,Regal G,Vorhanden,
G 134,Die Geschichte der Wissenschaften (Band 4),Diverse Autoren,Piper,978-3-8032-0862,1985,Geschichte,Regal G,Vorhanden,
G 135,Die Geschichte der Technik (Band 6),Wolfgang König,C.H. Beck,978-3-8032-0863,1985,Geschichte,Regal G,Vorhanden,
G 136,Die Geschichte der Kunst (Band 6),Ernst Gombrich,Phaidon,978-3-8032-0864,1985,Geschichte,Regal G,Vorhanden,
G 137,Die Geschichte der Musik (Band 6),Diverse Autoren,Bärenreiter,978-3-8032-0865,1985,Geschichte,Regal G,Vorhanden,
G 138,Der Große Brockhaus (Band 21),Diverse Autoren,F. A. Brockhaus,978-3-8032-0866,1985,Nachschlagewerk,Regal N,Vorhanden,
G 139,Der Große Brockhaus (Band 22),Diverse Autoren,F. A. Brockhaus,978-3-8032-0867,1985,Nachschlagewerk,Regal N,Vorhanden,
G 140,Der Große Brockhaus (Band 23),Diverse Autoren,F. A. Brockhaus,978-3-8032-0868,1985,Nachschlagewerk,Regal N,Vorhanden,
G 141,Der Große Brockhaus (Band 24),Diverse Autoren,F. A. Brockhaus,978-3-8032-0869,1985,Nachschlagewerk,Regal N,Vorhanden,
G 142,Der Große Brockhaus (Band 25),Diverse Autoren,F. A. Brockhaus,978-3-8032-0870,1985,Nachschlagewerk,Regal N,Vorhanden,
G 143,DDR: Der Aufstand vom 17. Juni 1953 (Forts.),Ilko-Sascha Kowalczuk,C.H. Beck,978-3-8032-0871,1985,Geschichte,Regal G,Vorhanden,
G 144,DDR: Die deutsche Teilung (Forts.),Arnulf Baring,dtv,978-3-8032-0872,1985,Geschichte,Regal G,Vorhanden,
G 145,Die Weimarer Republik (Band 2),Detlef Junker,Piper,978-3-8032-0873,1985,Geschichte,Regal G,Vorhanden,
G 146,Der Nationalsozialismus (Band 2),Wolfgang Benz,C.H. Beck,978-3-8032-0874,1985,Geschichte,Regal G,Vorhanden,
G 147,Der Zweite Weltkrieg (Band 2),Richard Overy,Rowohlt,978-3-8032-0875,1985,Geschichte,Regal G,Vorhanden,
G 148,Die Befreiung (Band 2),Hannes Heer,Aufbau Verlag,978-3-8032-0876,1985,Geschichte,Regal G,Vorhanden,
G 149,Berlin (Band 2),Diverse Autoren,Propyläen,978-3-8032-0877,1985,Geschichte,Regal G,Vorhanden,
G 150,Die DDR (Band 2),Hermann Weber,Piper,978-3-8032-0878,1985,Geschichte,Regal G,Vorhanden,
G 151,Ostdeutschland (Band 2),Diverse Autoren,C.H. Beck,978-3-8032-0879,1985,Geschichte,Regal G,Vorhanden,
G 152,Die Bundesrepublik (Band 3),Andreas Rödder,C.H. Beck,978-3-8032-0880,1985,Geschichte,Regal G,Vorhanden,
G 153,Politische Systeme (Band 2),Manfred G. Schmidt,C.H. Beck,978-3-8032-0881,1985,Geschichte,Regal G,Vorhanden,
G 154,Die Europäische Union (Band 2),Werner Weidenfeld,Piper,978-3-8032-0882,1985,Geschichte,Regal G,Vorhanden,
G 155,Globalisierung (Band 2),Ulrich Beck,Suhrkamp,978-3-8032-0883,1985,Geschichte,Regal G,Vorhanden,
G 156,Umweltgeschichte (Band 2),Joachim Radkau,C.H. Beck,978-3-8032-0884,1985,Geschichte,Regal G,Vorhanden,
G 157,Die Geschichte der Technik (Band 7),Wolfgang König,C.H. Beck,978-3-8032-0885,1985,Geschichte,Regal G,Vorhanden,
G 158,Die Geschichte der Kunst (Band 7),Ernst Gombrich,Phaidon,978-3-8032-0886,1985,Geschichte,Regal G,Vorhanden,
G 159,Die Geschichte der Musik (Band 7),Diverse Autoren,Bärenreiter,978-3-8032-0887,1985,Geschichte,Regal G,Vorhanden,
G 160,Die Geschichte der Philosophie (Band 7),Diverse Autoren,Reclam,978-3-8032-0888,1985,Geschichte,Regal G,Vorhanden,
G 161,Die Geschichte der Literatur (Band 7),Diverse Autoren,dtv,978-3-8032-0889,1985,Geschichte,Regal G,Vorhanden,
G 162,Die Geschichte der Religionen (Band 7),Diverse Autoren,Fischer,978-3-8032-0890,1985,Geschichte,Regal G,Vorhanden,
G 163,Die Geschichte des Christentums (Band 7),Diverse Autoren,Herder,978-3-8032-0891,1985,Geschichte,Regal G,Vorhanden,
G 164,Die Geschichte des Judentums (Band 7),Diverse Autoren,C.H. Beck,978-3-8032-0892,1985,Geschichte,Regal G,Vorhanden,
G 165,Die Geschichte des Islams (Band 7),Diverse Autoren,Kohlhammer,978-3-8032-0893,1985,Geschichte,Regal G,Vorhanden,
G 166,Die Geschichte des Buddhismus (Band 7),Diverse Autoren,O. W. Barth,978-3-8032-0894,1985,Geschichte,Regal G,Vorhanden,
G 167,Die Geschichte der Welt (Band 5),Diverse Autoren,Fischer,978-3-8032-0895,1985,Geschichte,Regal G,Vorhanden,
G 168,Die Geschichte der Menschheit (Band 5),Diverse Autoren,Piper,978-3-8032-0896,1985,Geschichte,Regal G,Vorhanden,
G 169,Die Geschichte der Kulturen (Band 5),Diverse Autoren,C.H. Beck,978-3-8032-0897,1985,Geschichte,Regal G,Vorhanden,
G 170,Die Geschichte der Zivilisationen (Band 5),Diverse Autoren,Rowohlt,978-3-8032-0898,1985,Geschichte,Regal G,Vorhanden,
G 171,Die Geschichte der Ideen (Band 5),Diverse Autoren,C.H. Beck,978-3-8032-0899,1985,Geschichte,Regal G,Vorhanden,
G 172,Die Geschichte der Wissenschaften (Band 5),Diverse Autoren,Piper,978-3-8032-0900,1985,Geschichte,Regal G,Vorhanden,
G 173,Die Geschichte der Technik (Band 8),Wolfgang König,C.H. Beck,978-3-8032-0901,1985,Geschichte,Regal G,Vorhanden,
G 174,Die Geschichte der Kunst (Band 8),Ernst Gombrich,Phaidon,978-3-8032-0902,1985,Geschichte,Regal G,Vorhanden,
G 175,Die Geschichte der Musik (Band 8),Diverse Autoren,Bärenreiter,978-3-8032-0903,1985,Geschichte,Regal G,Vorhanden,
G 176,Die Geschichte der Philosophie (Band 8),Diverse Autoren,Reclam,978-3-8032-0904,1985,Geschichte,Regal G,Vorhanden,
G 177,Die Geschichte der Literatur (Band 8),Diverse Autoren,dtv,978-3-8032-0905,1985,Geschichte,Regal G,Vorhanden,
G 178,Die Geschichte der Religionen (Band 8),Diverse Autoren,Fischer,978-3-8032-0906,1985,Geschichte,Regal G,Vorhanden,
G 179,Die Geschichte des Christentums (Band 8),Diverse Autoren,Herder,978-3-8032-0907,1985,Geschichte,Regal G,Vorhanden,
G 180,Die Geschichte des Judentums (Band 8),Diverse Autoren,C.H. Beck,978-3-8032-0908,1985,Geschichte,Regal G,Vorhanden,
G 181,Die Geschichte des Islams (Band 8),Diverse Autoren,Kohlhammer,978-3-8032-0909,1985,Geschichte,Regal G,Vorhanden,
G 182,Die Geschichte des Buddhismus (Band 8),Diverse Autoren,O. W. Barth,978-3-8032-0910,1985,Geschichte,Regal G,Vorhanden,
G 183,Die Geschichte der Welt (Band 6),Diverse Autoren,Fischer,978-3-8032-0911,1985,Geschichte,Regal G,Vorhanden,
G 184,Die Geschichte der Menschheit (Band 6),Diverse Autoren,Piper,978-3-8032-0912,1985,Geschichte,Regal G,Vorhanden,
G 185,Die Geschichte der Kulturen (Band 6),Diverse Autoren,C.H. Beck,978-3-8032-0913,1985,Geschichte,Regal G,Vorhanden,
G 186,Die Geschichte der Zivilisationen (Band 6),Diverse Autoren,Rowohlt,978-3-8032-0914,1985,Geschichte,Regal G,Vorhanden,
G 187,Die Geschichte der Ideen (Band 6),Diverse Autoren,C.H. Beck,978-3-8032-0915,1985,Geschichte,Regal G,Vorhanden,
G 188,Die Geschichte der Wissenschaften (Band 6),Diverse Autoren,Piper,978-3-8032-0916,1985,Geschichte,Regal G,Vorhanden,
G 189,Die Geschichte der Technik (Band 9),Wolfgang König,C.H. Beck,978-3-8032-0917,1985,Geschichte,Regal G,Vorhanden,
G 190,Die Geschichte der Kunst (Band 9),Ernst Gombrich,Phaidon,978-3-8032-0918,1985,Geschichte,Regal G,Vorhanden,
G 191,Die Geschichte der Musik (Band 9),Diverse Autoren,Bärenreiter,978-3-8032-0919,1985,Geschichte,Regal G,Vorhanden,
G 192,Die Geschichte der Philosophie (Band 9),Diverse Autoren,Reclam,978-3-8032-0920,1985,Geschichte,Regal G,Vorhanden,
G 193,Die Geschichte der Literatur (Band 9),Diverse Autoren,dtv,978-3-8032-0921,1985,Geschichte,Regal G,Vorhanden,
G 194,Die Geschichte der Religionen (Band 9),Diverse Autoren,Fischer,978-3-8032-0922,1985,Geschichte,Regal G,Vorhanden,
G 195,Die Geschichte des Christentums (Band 9),Diverse Autoren,Herder,978-3-8032-0923,1985,Geschichte,Regal G,Vorhanden,
G 196,Die Geschichte des Judentums (Band 9),Diverse Autoren,C.H. Beck,978-3-8032-0924,1985,Geschichte,Regal G,Vorhanden,
G 197,Die Geschichte des Islams (Band 9),Diverse Autoren,Kohlhammer,978-3-8032-0925,1990,Geschichte,Regal G,Vorhanden,
G 198,Die Geschichte des Buddhismus (Band 9),Diverse Autoren,O. W. Barth,978-3-8032-0926,1990,Geschichte,Regal G,Vorhanden,
G 199,Der Große Brockhaus (Band 26),Diverse Autoren,F. A. Brockhaus,978-3-8032-0927,1990,Nachschlagewerk,Regal N,Vorhanden,
B 1,Albert Schweitzer: Ein Leben,E. Grisebach,C.H. Beck,978-3-8032-0928,1985,Biografien,Regal B,Vorhanden,
B 2,Dietrich Bonhoeffer,Ferdinand Schlingensiepen,C.H. Beck,978-3-8032-0929,1985,Biografien,Regal B,Vorhanden,
B 3,Martin Luther - Eine Biographie,Lyndal Roper,S. Fischer,978-3-8032-0930,1985,Biografien,Regal B,Vorhanden,
B 4,Willy Brandt - Biographie,Peter Merseburger,DVA,978-3-8032-0931,1985,Biografien,Regal B,Vorhanden,
B 5,Konrad Adenauer - Ein Leben,Hanns Jürgen Küsters,Propyläen,978-3-8032-0932,1985,Biografien,Regal B,Vorhanden,
B 6,Käthe Kollwitz - Ein Leben,Diverse Autoren,Kiepenheuer & Witsch,978-3-8032-0933,1985,Biografien,Regal B,Vorhanden,
B 7,Marie Curie - Eine Biographie,Eve Curie,Fischer Taschenbuch,978-3-8032-0934,1985,Biografien,Regal B,Vorhanden,
B 8,Michail Gorbatschow,Thomas Spreul,Diverse,978-3-8032-0935,1985,Biografien,Regal B,Vorhanden,
B 9,Albert Einstein,Diverse Autoren,Diverse,978-3-8032-0936,1985,Biografien,Regal B,Vorhanden,
B 10,Als ich ein kleiner Junge war,Erich Kästner,Atrium,978-3-8032-0937,1985,Biografien,Regal B,Vorhanden,
B 11,Mein Leben,Diverse Autoren,Diverse,978-3-8032-0938,1985,Biografien,Regal B,Vorhanden,
B 12,Die Memoiren,Diverse Autoren,Diverse,978-3-8032-0939,1985,Biografien,Regal B,Vorhanden,
B 13,Lebensbilder,Diverse Autoren,Diverse,978-3-8032-0940,1985,Biografien,Regal B,Vorhanden,
B 14,Lebensweg und Werk,Diverse Autoren,Diverse,978-3-8032-0941,1985,Biografien,Regal B,Vorhanden,
B 15,Porträts,Diverse Autoren,Diverse,978-3-8032-0942,1985,Biografien,Regal B,Vorhanden,
B 16,Frauen der Geschichte,Diverse Autoren,Diverse,978-3-8032-0943,1985,Biografien,Regal B,Vorhanden,
B 17,Männer der Kirche,Diverse Autoren,Diverse,978-3-8032-0944,1985,Biografien,Regal B,Vorhanden,
B 18,Künstler und ihre Zeit,Diverse Autoren,Diverse,978-3-8032-0945,1985,Biografien,Regal B,Vorhanden,
B 19,Politiker im Wandel,Diverse Autoren,Diverse,978-3-8032-0946,1985,Biografien,Regal B,Vorhanden,
B 20,Wissenschaftler und ihre Entdeckungen,Diverse Autoren,Diverse,978-3-8032-0947,1985,Biografien,Regal B,Vorhanden,
B 21,Lebenserinnerungen,Diverse Autoren,Diverse,978-3-8032-0948,1985,Biografien,Regal B,Vorhanden,
B 22,Autobiographien,Diverse Autoren,Diverse,978-3-8032-0949,1985,Biografien,Regal B,Vorhanden,
B 23,Lebenszeugnisse,Diverse Autoren,Diverse,978-3-8032-0950,1985,Biografien,Regal B,Vorhanden,
B 24,Gedenkschriften,Diverse Autoren,Diverse,978-3-8032-0951,1985,Biografien,Regal B,Vorhanden,
B 25,Huldigungen,Diverse Autoren,Diverse,978-3-8032-0952,1985,Biografien,Regal B,Vorhanden,
B 26,Zum Geburtstag,Diverse Autoren,Diverse,978-3-8032-0953,1985,Biografien,Regal B,Vorhanden,
B 27,Zum Jubiläum,Diverse Autoren,Diverse,978-3-8032-0954,1985,Biografien,Regal B,Vorhanden,
B 28,Zum Abschied,Diverse Autoren,Diverse,978-3-8032-0955,1985,Biografien,Regal B,Vorhanden,
B 29,Zum Gedenken,Diverse Autoren,Diverse,978-3-8032-0956,1985,Biografien,Regal B,Vorhanden,
B 30,Zum Beispiel,Diverse Autoren,Diverse,978-3-8032-0957,1985,Biografien,Regal B,Vorhanden,
B 31,Die Kirche im Leben,Diverse Autoren,Diverse,978-3-8032-0958,1985,Biografien,Regal B,Vorhanden,
B 32,Die Kirche in der Welt,Diverse Autoren,Diverse,978-3-8032-0959,1985,Biografien,Regal B,Vorhanden,
B 33,Die Kirche in der Geschichte,Diverse Autoren,Diverse,978-3-8032-0960,1985,Biografien,Regal B,Vorhanden,
B 34,Die Kirche in der Gegenwart,Diverse Autoren,Diverse,978-3-8032-0961,1985,Biografien,Regal B,Vorhanden,
B 35,Die Kirche in der Zukunft,Diverse Autoren,Diverse,978-3-8032-0962,1985,Biografien,Regal B,Vorhanden,
B 36,Die Kirche und ihre Ämter,Diverse Autoren,Diverse,978-3-8032-0963,1985,Biografien,Regal B,Vorhanden,
B 37,Die Kirche und ihre Ordnungen,Diverse Autoren,Diverse,978-3-8032-0964,1985,Biografien,Regal B,Vorhanden,
B 38,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-0965,1985,Biografien,Regal B,Vorhanden,
B 39,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-0966,1985,Biografien,Regal B,Vorhanden,
B 40,Die Kirche und ihre Liturgie,Diverse Autoren,Diverse,978-3-8032-0967,1985,Biografien,Regal B,Vorhanden,
B 41,Die Kirche und ihre Lieder,Diverse Autoren,Diverse,978-3-8032-0968,1985,Biografien,Regal B,Vorhanden,
B 42,Die Kirche und ihre Musik,Diverse Autoren,Diverse,978-3-8032-0969,1985,Biografien,Regal B,Vorhanden,
B 43,Die Kirche und ihre Kunst,Diverse Autoren,Diverse,978-3-8032-0970,1985,Biografien,Regal B,Vorhanden,
B 44,Die Kirche und ihre Architektur,Diverse Autoren,Diverse,978-3-8032-0971,1985,Biografien,Regal B,Vorhanden,
B 45,Die Kirche und ihre Bilder,Diverse Autoren,Diverse,978-3-8032-0972,1985,Biografien,Regal B,Vorhanden,
B 46,Die Kirche und ihre Symbole,Diverse Autoren,Diverse,978-3-8032-0973,1985,Biografien,Regal B,Vorhanden,
B 47,Die Kirche und ihre Sakramente,Diverse Autoren,Diverse,978-3-8032-0974,1985,Biografien,Regal B,Vorhanden,
B 48,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-0975,1985,Biografien,Regal B,Vorhanden,
B 49,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-0976,1985,Biografien,Regal B,Vorhanden,
B 50,Die Kirche und ihre Liturgie,Diverse Autoren,Diverse,978-3-8032-0977,1985,Biografien,Regal B,Vorhanden,
B 51,Die Kirche und ihre Lieder,Diverse Autoren,Diverse,978-3-8032-0978,1985,Biografien,Regal B,Vorhanden,
B 52,Die Kirche und ihre Musik,Diverse Autoren,Diverse,978-3-8032-0979,1985,Biografien,Regal B,Vorhanden,
B 53,Die Kirche und ihre Kunst,Diverse Autoren,Diverse,978-3-8032-0980,1985,Biografien,Regal B,Vorhanden,
B 54,Die Kirche und ihre Architektur,Diverse Autoren,Diverse,978-3-8032-0981,1985,Biografien,Regal B,Vorhanden,
B 55,Die Kirche und ihre Bilder,Diverse Autoren,Diverse,978-3-8032-0982,1985,Biografien,Regal B,Vorhanden,
B 56,Die Kirche und ihre Symbole,Diverse Autoren,Diverse,978-3-8032-0983,1985,Biografien,Regal B,Vorhanden,
B 57,Die Kirche und ihre Sakramente,Diverse Autoren,Diverse,978-3-8032-0984,1985,Biografien,Regal B,Vorhanden,
B 58,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-0985,1985,Biografien,Regal B,Vorhanden,
B 59,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-0986,1985,Biografien,Regal B,Vorhanden,
B 60,Die Kirche und ihre Liturgie,Diverse Autoren,Diverse,978-3-8032-0987,1985,Biografien,Regal B,Vorhanden,
B 61,Die Kirche und ihre Lieder,Diverse Autoren,Diverse,978-3-8032-0988,1985,Biografien,Regal B,Vorhanden,
B 62,Die Kirche und ihre Musik,Diverse Autoren,Diverse,978-3-8032-0989,1985,Biografien,Regal B,Vorhanden,
B 63,Die Kirche und ihre Kunst,Diverse Autoren,Diverse,978-3-8032-0990,1985,Biografien,Regal B,Vorhanden,
B 64,Die Kirche und ihre Architektur,Diverse Autoren,Diverse,978-3-8032-0991,1985,Biografien,Regal B,Vorhanden,
B 65,Die Kirche und ihre Bilder,Diverse Autoren,Diverse,978-3-8032-0992,1985,Biografien,Regal B,Vorhanden,
B 66,Die Kirche und ihre Symbole,Diverse Autoren,Diverse,978-3-8032-0993,1985,Biografien,Regal B,Vorhanden,
B 67,Die Kirche und ihre Sakramente,Diverse Autoren,Diverse,978-3-8032-0994,1985,Biografien,Regal B,Vorhanden,
B 68,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-0995,1985,Biografien,Regal B,Vorhanden,
B 69,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-0996,1985,Biografien,Regal B,Vorhanden,
B 70,Die Kirche und ihre Liturgie,Diverse Autoren,Diverse,978-3-8032-0997,1985,Biografien,Regal B,Vorhanden,
B 71,Die Kirche und ihre Lieder,Diverse Autoren,Diverse,978-3-8032-0998,1985,Biografien,Regal B,Vorhanden,
B 72,Die Kirche und ihre Musik,Diverse Autoren,Diverse,978-3-8032-0999,1985,Biografien,Regal B,Vorhanden,
B 73,Die Kirche und ihre Kunst,Diverse Autoren,Diverse,978-3-8032-1000,1985,Biografien,Regal B,Vorhanden,
B 74,Die Kirche und ihre Architektur,Diverse Autoren,Diverse,978-3-8032-1001,1985,Biografien,Regal B,Vorhanden,
B 75,Die Kirche und ihre Bilder,Diverse Autoren,Diverse,978-3-8032-1002,1985,Biografien,Regal B,Vorhanden,
B 76,Die Kirche und ihre Symbole,Diverse Autoren,Diverse,978-3-8032-1003,1985,Biografien,Regal B,Vorhanden,
B 77,Die Kirche und ihre Sakramente,Diverse Autoren,Diverse,978-3-8032-1004,1985,Biografien,Regal B,Vorhanden,
B 78,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-1005,1985,Biografien,Regal B,Vorhanden,
B 79,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-1006,1985,Biografien,Regal B,Vorhanden,
B 80,Die Kirche und ihre Liturgie,Diverse Autoren,Diverse,978-3-8032-1007,1985,Biografien,Regal B,Vorhanden,
B 81,Die Kirche und ihre Lieder,Diverse Autoren,Diverse,978-3-8032-1008,1985,Biografien,Regal B,Vorhanden,
B 82,Die Kirche und ihre Musik,Diverse Autoren,Diverse,978-3-8032-1009,1985,Biografien,Regal B,Vorhanden,
B 83,Die Kirche und ihre Kunst,Diverse Autoren,Diverse,978-3-8032-1010,1985,Biografien,Regal B,Vorhanden,
B 84,Die Kirche und ihre Architektur,Diverse Autoren,Diverse,978-3-8032-1011,1985,Biografien,Regal B,Vorhanden,
B 85,Die Kirche und ihre Bilder,Diverse Autoren,Diverse,978-3-8032-1012,1985,Biografien,Regal B,Vorhanden,
B 86,Die Kirche und ihre Symbole,Diverse Autoren,Diverse,978-3-8032-1013,1985,Biografien,Regal B,Vorhanden,
B 87,Die Kirche und ihre Sakramente,Diverse Autoren,Diverse,978-3-8032-1014,1985,Biografien,Regal B,Vorhanden,
B 88,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-1015,1985,Biografien,Regal B,Vorhanden,
B 89,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-1016,1985,Biografien,Regal B,Vorhanden,
B 90,Die Kirche und ihre Liturgie,Diverse Autoren,Diverse,978-3-8032-1017,1985,Biografien,Regal B,Vorhanden,
B 91,Die Kirche und ihre Lieder,Diverse Autoren,Diverse,978-3-8032-1018,1985,Biografien,Regal B,Vorhanden,
B 92,Die Kirche und ihre Musik,Diverse Autoren,Diverse,978-3-8032-1019,1985,Biografien,Regal B,Vorhanden,
B 93,Die Kirche und ihre Kunst,Diverse Autoren,Diverse,978-3-8032-1020,1985,Biografien,Regal B,Vorhanden,
B 94,Die Kirche und ihre Architektur,Diverse Autoren,Diverse,978-3-8032-1021,1985,Biografien,Regal B,Vorhanden,
B 95,Die Kirche und ihre Bilder,Diverse Autoren,Diverse,978-3-8032-1022,1985,Biografien,Regal B,Vorhanden,
B 96,Die Kirche und ihre Symbole,Diverse Autoren,Diverse,978-3-8032-1023,1985,Biografien,Regal B,Vorhanden,
B 97,Die Kirche und ihre Sakramente,Diverse Autoren,Diverse,978-3-8032-1024,1985,Biografien,Regal B,Vorhanden,
B 98,Die Kirche und ihre Feste,Diverse Autoren,Diverse,978-3-8032-1025,1985,Biografien,Regal B,Vorhanden,
B 99,Die Kirche und ihre Feiern,Diverse Autoren,Diverse,978-3-8032-1026,1985,Biografien,Regal B,Vorhanden,
B 100,Die Kirche und ihre Liturgie (Forts.),Diverse Autoren,Diverse,978-3-8032-1027,1985,Biografien,Regal B,Vorhanden,
B 101,Die Kirche und ihre Lieder (Forts.),Diverse Autoren,Diverse,978-3-8032-1028,1985,Biografien,Regal B,Vorhanden,
B 102,Die Kirche und ihre Musik (Forts.),Diverse Autoren,Diverse,978-3-8032-1029,1985,Biografien,Regal B,Vorhanden,
B 103,Die Kirche und ihre Kunst (Forts.),Diverse Autoren,Diverse,978-3-8032-1030,1985,Biografien,Regal B,Vorhanden,
B 104,Die Kirche und ihre Architektur (Forts.),Diverse Autoren,Diverse,978-3-8032-1031,1985,Biografien,Regal B,Vorhanden,
B 105,Die Kirche und ihre Bilder (Forts.),Diverse Autoren,Diverse,978-3-8032-1032,1985,Biografien,Regal B,Vorhanden,
B 106,Die Kirche und ihre Symbole (Forts.),Diverse Autoren,Diverse,978-3-8032-1033,1985,Biografien,Regal B,Vorhanden,
B 107,Die Kirche und ihre Sakramente (Forts.),Diverse Autoren,Diverse,978-3-8032-1034,1985,Biografien,Regal B,Vorhanden,
B 108,Die Kirche und ihre Feste (Forts.),Diverse Autoren,Diverse,978-3-8032-1035,1985,Biografien,Regal B,Vorhanden,
B 109,Die Kirche und ihre Feiern (Forts.),Diverse Autoren,Diverse,978-3-8032-1036,1985,Biografien,Regal B,Vorhanden,
B 110,Die Kirche und ihre Liturgie (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1037,1985,Biografien,Regal B,Vorhanden,
B 111,Die Kirche und ihre Lieder (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1038,1985,Biografien,Regal B,Vorhanden,
B 112,Die Kirche und ihre Musik (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1039,1985,Biografien,Regal B,Vorhanden,
B 113,Die Kirche und ihre Kunst (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1040,1985,Biografien,Regal B,Vorhanden,
B 114,Die Kirche und ihre Architektur (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1041,1985,Biografien,Regal B,Vorhanden,
B 115,Die Kirche und ihre Bilder (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1042,1985,Biografien,Regal B,Vorhanden,
B 116,Die Kirche und ihre Symbole (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1043,1985,Biografien,Regal B,Vorhanden,
B 117,Die Kirche und ihre Sakramente (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1044,1985,Biografien,Regal B,Vorhanden,
B 118,Die Kirche und ihre Feste (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1045,1985,Biografien,Regal B,Vorhanden,
B 119,Die Kirche und ihre Feiern (Forts. 2),Diverse Autoren,Diverse,978-3-8032-1046,1985,Biografien,Regal B,Vorhanden,
B 120,Die Kirche und ihre Liturgie (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1047,1985,Biografien,Regal B,Vorhanden,
B 121,Die Kirche und ihre Lieder (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1048,1985,Biografien,Regal B,Vorhanden,
B 122,Die Kirche und ihre Musik (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1049,1985,Biografien,Regal B,Vorhanden,
B 123,Die Kirche und ihre Kunst (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1050,1985,Biografien,Regal B,Vorhanden,
B 124,Die Kirche und ihre Architektur (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1051,1985,Biografien,Regal B,Vorhanden,
B 125,Die Kirche und ihre Bilder (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1052,1985,Biografien,Regal B,Vorhanden,
B 126,Die Kirche und ihre Symbole (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1053,1985,Biografien,Regal B,Vorhanden,
B 127,Die Kirche und ihre Sakramente (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1054,1985,Biografien,Regal B,Vorhanden,
B 128,Die Kirche und ihre Feste (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1055,1985,Biografien,Regal B,Vorhanden,
B 129,Die Kirche und ihre Feiern (Forts. 3),Diverse Autoren,Diverse,978-3-8032-1056,1985,Biografien,Regal B,Vorhanden,
B 130,Die Kirche und ihre Liturgie (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1057,1985,Biografien,Regal B,Vorhanden,
B 131,Die Kirche und ihre Lieder (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1058,1985,Biografien,Regal B,Vorhanden,
B 132,Die Kirche und ihre Musik (Forts. 4),Diverse Autoren,Diverse,978-3-8032-1059,1985,Biografien,Regal B,Vorhanden,
